Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
NC_000962.3	3954325	3955521		minus	cytochrome P450 monooxygenase Cyp142	cyp142	888282	protein-coding			NP_218035.1	cytochrome P450 monooxygenase Cyp142	398	Rv3518c
NC_000962.3	3955550	3956260		plus	hypothetical protein		887247	protein-coding			NP_218036.1	hypothetical protein	236	Rv3519
NC_000962.3	3956325	3957368		minus	coenzyme F420-dependent oxidoreductase		887310	protein-coding			NP_218037.1	coenzyme F420-dependent oxidoreductase	347	Rv3520c
NC_000962.3	3957521	3958432		plus	hypothetical protein		887209	protein-coding			NP_218038.1	hypothetical protein	303	Rv3521
NC_000962.3	3958448	3959512		plus	lipid transfer protein	ltp4	887885	protein-coding			NP_218039.1	lipid transfer protein	354	Rv3522
NC_000962.3	3959529	3960713		plus	lipid carrier protein	ltp3	888247	protein-coding			NP_218040.1	lipid carrier protein	394	Rv3523
NC_000962.3	3960755	3961786		plus	membrane protein		888250	protein-coding			NP_218041.1	membrane protein	343	Rv3524
NC_000962.3	3961800	3962324		minus	siderophore-binding protein		888255	protein-coding			NP_218042.1	siderophore-binding protein	174	Rv3525c
NC_000962.3	3962439	3963599		plus	3-ketosteroid-9-alpha-monooxygenase oxygenase subunit	kshA	888268	protein-coding			NP_218043.1	3-ketosteroid-9-alpha-monooxygenase oxygenase subunit	386	Rv3526
NC_000962.3	3963605	3964054		plus	hypothetical protein		888295	protein-coding			NP_218044.1	hypothetical protein	149	Rv3527
NC_000962.3	3964479	3965192		minus	hypothetical protein		888297	protein-coding			NP_218045.1	hypothetical protein	237	Rv3528c
NC_000962.3	3965884	3967038		minus	hypothetical protein		888324	protein-coding			NP_218046.1	hypothetical protein	384	Rv3529c
NC_000962.3	3967038	3967820		minus	oxidoreductase		888338	protein-coding			NP_218047.1	oxidoreductase	260	Rv3530c
NC_000962.3	3967817	3968944		minus	hypothetical protein		888348	protein-coding			NP_218048.1	hypothetical protein	375	Rv3531c
NC_000962.3	3969343	3970563		plus	PPE family protein PPE61	PPE61	888370	protein-coding			YP_177984.1	PPE family protein PPE61	406	Rv3532
NC_000962.3	3970705	3972453		minus	PPE family protein PPE62	PPE62	888385	protein-coding			YP_177985.1	PPE family protein PPE62	582	Rv3533c
NC_000962.3	3972552	3973592		minus	4-hydroxy-2-oxovalerate aldolase	hsaF	888387	protein-coding			NP_218051.1	4-hydroxy-2-oxovalerate aldolase	346	Rv3534c
NC_000962.3	3973589	3974500		minus	acetaldehyde dehydrogenase	hsaG	888396	protein-coding			NP_218052.1	acetaldehyde dehydrogenase	303	Rv3535c
NC_000962.3	3974511	3975296		minus	hydratase	hsaE	888406	protein-coding			NP_218053.1	hydratase	261	Rv3536c
NC_000962.3	3975369	3977060		plus	3-oxosteroid 1-dehydrogenase	kstD	888422	protein-coding			NP_218054.1	3-oxosteroid 1-dehydrogenase	563	Rv3537
NC_000962.3	3977062	3977922		plus	dehydrogenase		888426	protein-coding			YP_177986.1	dehydrogenase	286	Rv3538
NC_000962.3	3978059	3979498		plus	PPE family protein PPE63	PPE63	888438	protein-coding			YP_177987.1	PPE family protein PPE63	479	Rv3539
NC_000962.3	3979499	3980659		minus	lipid transfer protein	ltp2	888450	protein-coding			NP_218057.1	lipid transfer protein	386	Rv3540c
NC_000962.3	3980659	3981048		minus	hypothetical protein		888475	protein-coding			NP_218058.1	hypothetical protein	129	Rv3541c
NC_000962.3	3981045	3981980		minus	hypothetical protein		888486	protein-coding			NP_218059.1	hypothetical protein	311	Rv3542c
NC_000962.3	3981977	3983140		minus	acyl-CoA dehydrogenase FadE29	fadE29	888131	protein-coding			NP_218060.1	acyl-CoA dehydrogenase FadE29	387	Rv3543c
NC_000962.3	3983125	3984144		minus	acyl-CoA dehydrogenase FadE28	fadE28	888091	protein-coding			NP_218061.1	acyl-CoA dehydrogenase FadE28	339	Rv3544c
NC_000962.3	3984144	3985445		minus	steroid C26-monooxygenase	cyp125	887782	protein-coding			NP_218062.1	steroid C26-monooxygenase	433	Rv3545c
NC_000962.3	3985557	3986732		plus	acetyl-CoA acetyltransferase FadA	fadA5	887360	protein-coding			NP_218063.1	acetyl-CoA acetyltransferase FadA	391	Rv3546
NC_000962.3	3986844	3987299		plus	deazaflavin-dependent nitroreductase	ddn	887496	protein-coding			NP_218064.1	deazaflavin-dependent nitroreductase	151	Rv3547
NC_000962.3	3987382	3988296		minus	short-chain type dehydrogenase/reductase		887452	protein-coding			NP_218065.1	short-chain type dehydrogenase/reductase	304	Rv3548c
NC_000962.3	3988319	3989098		minus	short-chain type dehydrogenase/reductase		887849	protein-coding			NP_218066.1	short-chain type dehydrogenase/reductase	259	Rv3549c
NC_000962.3	3989153	3989896		plus	enoyl-CoA hydratase EchA20	echA20	888232	protein-coding			NP_218067.1	enoyl-CoA hydratase EchA20	247	Rv3550
NC_000962.3	3989896	3990774		plus	CoA-transferase subunit alpha		887235	protein-coding			NP_218068.1	CoA-transferase subunit alpha	292	Rv3551
NC_000962.3	3990771	3991523		plus	CoA-transferase subunit beta		887453	protein-coding			NP_218069.1	CoA-transferase subunit beta	250	Rv3552
NC_000962.3	3991621	3992688		plus	oxidoreductase		887190	protein-coding			NP_218070.1	oxidoreductase	355	Rv3553
NC_000962.3	3992685	3994742		plus	electron transfer protein FdxB	fdxB	887221	protein-coding			NP_218071.1	electron transfer protein FdxB	685	Rv3554
NC_000962.3	3994830	3995699		minus	hypothetical protein		887952	protein-coding			NP_218072.1	hypothetical protein	289	Rv3555c
NC_000962.3	3995804	3996964		minus	acetyl-CoA acetyltransferase FadA	fadA6	887285	protein-coding			NP_218073.1	acetyl-CoA acetyltransferase FadA	386	Rv3556c
NC_000962.3	3997029	3997631		minus	HTH-type transcriptional regulator KstR2		887467	protein-coding			NP_218074.1	HTH-type transcriptional regulator KstR2	200	Rv3557c
NC_000962.3	3997980	3999638		plus	PPE family protein PPE64	PPE64	887822	protein-coding			YP_177988.1	PPE family protein PPE64	552	Rv3558
NC_000962.3	3999647	4000435		minus	oxidoreductase		887897	protein-coding			NP_218076.1	oxidoreductase	262	Rv3559c
NC_000962.3	4000432	4001589		minus	acyl-CoA dehydrogenase FadE30	fadE30	887838	protein-coding			NP_218077.1	acyl-CoA dehydrogenase FadE30	385	Rv3560c
NC_000962.3	4001637	4003160		plus	fatty-acid--CoA ligase FadD3	fadD3	887244	protein-coding			NP_218078.1	fatty-acid--CoA ligase FadD3	507	Rv3561
NC_000962.3	4003161	4004294		plus	acyl-CoA dehydrogenase FadE31	fadE31	887884	protein-coding			NP_218079.1	acyl-CoA dehydrogenase FadE31	377	Rv3562
NC_000962.3	4004291	4005250		plus	acyl-CoA dehydrogenase FadE32	fadE32	887818	protein-coding			NP_218080.1	acyl-CoA dehydrogenase FadE32	319	Rv3563
NC_000962.3	4005247	4006203		plus	acyl-CoA dehydrogenase FadE33	fadE33	888458	protein-coding			NP_218081.1	acyl-CoA dehydrogenase FadE33	318	Rv3564
NC_000962.3	4006200	4007366		plus	aspartate aminotransferase AspB	aspB	888305	protein-coding			NP_218082.1	aspartate aminotransferase AspB	388	Rv3565
NC_000962.3	4007331	4008182		minus	arylamine N-acetyltransferase	nat	888005	protein-coding			YP_177989.1	arylamine N-acetyltransferase	283	Rv3566c
NC_000962.3	4008167	4008433		minus	hypothetical protein		3205089	protein-coding			YP_177990.1	hypothetical protein	88	Rv3566A
NC_000962.3	4008719	4009282		minus	flavin-dependent monooxygenase reductase subunit HsaB	hsaB	887525	protein-coding			NP_218084.1	flavin-dependent monooxygenase reductase subunit HsaB	187	Rv3567c
NC_000962.3	4009297	4010199		minus	extradiol dioxygenase	hsaC	887886	protein-coding			NP_218085.1	extradiol dioxygenase	300	Rv3568c
NC_000962.3	4010196	4011071		minus	4,5-9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase	hsaD	887378	protein-coding			NP_218086.1	4,5-9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase	291	Rv3569c
NC_000962.3	4011086	4012270		minus	flavin-dependent monooxygenase oxygenase subunit HsaA	hsaA	887241	protein-coding			NP_218087.1	flavin-dependent monooxygenase oxygenase subunit HsaA	394	Rv3570c
NC_000962.3	4012417	4013493		plus	3-ketosteroid-9-alpha-hydroxylase reductase subunit	kshB	887315	protein-coding			NP_218088.1	3-ketosteroid-9-alpha-hydroxylase reductase subunit	358	Rv3571
NC_000962.3	4013511	4014041		plus	hypothetical protein		887227	protein-coding			NP_218089.1	hypothetical protein	176	Rv3572
NC_000962.3	4014077	4016212		minus	acyl-CoA dehydrogenase FadE34	fadE34	887843	protein-coding			NP_218090.1	acyl-CoA dehydrogenase FadE34	711	Rv3573c
NC_000962.3	4016484	4017083		plus	HTH-type transcriptional regulator KstR	kstR	887204	protein-coding			NP_218091.3	HTH-type transcriptional regulator KstR	199	Rv3574
NC_000962.3	4017089	4018168		minus	LacI family transcriptional regulator		888084	protein-coding			NP_218092.1	LacI family transcriptional regulator	359	Rv3575c
NC_000962.3	4018358	4019071		plus	lipoprotein LppH	lppH	888444	protein-coding			YP_177991.1	lipoprotein LppH	237	Rv3576
NC_000962.3	4019262	4020128		plus	hypothetical protein		888442	protein-coding			NP_218094.1	hypothetical protein	288	Rv3577
NC_000962.3	4020142	4021383		plus	arsenic transport integral membrane protein ArsB	arsB2	888329	protein-coding			NP_218095.1	arsenic transport integral membrane protein ArsB	413	Rv3578
NC_000962.3	4021425	4022393		minus	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB		888317	protein-coding			NP_218096.1	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	322	Rv3579c
NC_000962.3	4022394	4023803		minus	cysteine--tRNA ligase	cysS1	888628	protein-coding			YP_177992.1	cysteine--tRNA ligase	469	Rv3580c
NC_000962.3	4023868	4024347		minus	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	ispF	888221	protein-coding			NP_218098.1	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	159	Rv3581c
NC_000962.3	4024344	4025039		minus	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	ispD	887787	protein-coding			NP_218099.1	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	231	Rv3582c
NC_000962.3	4025056	4025544		minus	RNA polymerase-binding transcription factor CarD		887854	protein-coding			NP_218100.1	RNA polymerase-binding transcription factor CarD	162	Rv3583c
NC_000962.3	4025830	4026378		plus	lipoprotein LpqE	lpqE	887254	protein-coding			NP_218101.1	lipoprotein LpqE	182	Rv3584
NC_000962.3	4026444	4027886		plus	DNA repair protein RadA	radA	887287	protein-coding			NP_218102.1	DNA repair protein RadA	480	Rv3585
NC_000962.3	4027891	4028967		plus	DNA integrity scanning protein DisA		887485	protein-coding			NP_218103.1	DNA integrity scanning protein DisA	358	Rv3586
NC_000962.3	4028968	4029762		minus	membrane protein		888057	protein-coding			NP_218104.1	membrane protein	264	Rv3587c
NC_000962.3	4029871	4030494		minus	carbonic anhydrase	canB	887836	protein-coding			NP_218105.1	carbonic anhydrase	207	Rv3588c
NC_000962.3	4030493	4031407		plus	A/G-specific adenine glycosylase	mutY	886639	protein-coding			NP_218106.1	A/G-specific adenine glycosylase	304	Rv3589
NC_000962.3	4031404	4033158		minus	PE-PGRS family protein PE_PGRS58	PE_PGRS58	887874	protein-coding			YP_177993.1	PE-PGRS family protein PE_PGRS58	584	Rv3590c
NC_000962.3	4033269	4034042		minus	hydrolase		886316	protein-coding			NP_218108.1	hydrolase	257	Rv3591c
NC_000962.3	4034057	4034374		plus	heme-degrading monooxygenase		886278	protein-coding			NP_218109.1	heme-degrading monooxygenase	105	Rv3592
NC_000962.3	4034352	4035710		plus	lipoprotein LpqF	lpqF	886290	protein-coding			NP_218110.1	lipoprotein LpqF	452	Rv3593
NC_000962.3	4035857	4036684		plus	hypothetical protein		885659	protein-coding			NP_218111.1	hypothetical protein	275	Rv3594
NC_000962.3	4036731	4038050		minus	PE-PGRS family protein PE_PGRS59	PE_PGRS59	885464	protein-coding			YP_177994.1	PE-PGRS family protein PE_PGRS59	439	Rv3595c
NC_000962.3	4038158	4040704		minus	ATP-dependent protease ATP-binding subunit ClpC	clpC1	885104	protein-coding			YP_177995.1	ATP-dependent protease ATP-binding subunit ClpC	848	Rv3596c
NC_000962.3	4040981	4041319		minus	iron-regulated H-NS-like protein	lsr2	885580	protein-coding			NP_218114.1	iron-regulated H-NS-like protein	112	Rv3597c
NC_000962.3	4041423	4042940		minus	lysine--tRNA ligase	lysS	885574	protein-coding			NP_218115.1	lysine--tRNA ligase	505	Rv3598c
NC_000962.3	4043041	4043859		minus	type III pantothenate kinase		885572	protein-coding			NP_218117.1	type III pantothenate kinase	272	Rv3600c
NC_000962.3	4043862	4044281		minus	aspartate 1-decarboxylase	panD	885596	protein-coding			NP_218118.1	aspartate 1-decarboxylase	139	Rv3601c
NC_000962.3	4044281	4045210		minus	pantothenate synthetase	panC	885459	protein-coding			NP_218119.1	pantothenate synthetase	309	Rv3602c
NC_000962.3	4045207	4046118		minus	hypothetical protein		885583	protein-coding			NP_218120.1	hypothetical protein	303	Rv3603c
NC_000962.3	4046303	4047496		minus	transmembrane protein		885232	protein-coding			NP_218121.2	transmembrane protein	397	Rv3604c
NC_000962.3	4047705	4048181		minus	hypothetical protein		885844	protein-coding			NP_218122.1	hypothetical protein	158	Rv3605c
NC_000962.3	4048181	4048747		minus	2-amino-4-hydroxy-6-hydroxymethyldihydropteridinepyrophosphokinase	folK	885848	protein-coding			NP_218123.1	2-amino-4-hydroxy-6-hydroxymethyldihydropteridinepyrophosphokinase	188	Rv3606c
NC_000962.3	4048744	4049145		minus	dihydroneopterin aldolase	folB	885345	protein-coding			YP_177996.1	dihydroneopterin aldolase	133	Rv3607c
NC_000962.3	4049138	4049980		minus	dihydropteroate synthase	folP1	885831	protein-coding			YP_177997.1	dihydropteroate synthase	280	Rv3608c
NC_000962.3	4049977	4050585		minus	GTP cyclohydrolase I	folE	885346	protein-coding			NP_218126.1	GTP cyclohydrolase I	202	Rv3609c
NC_000962.3	4050601	4052883		minus	zinc metalloprotease FtsH	ftsH	885732	protein-coding			NP_218127.1	zinc metalloprotease FtsH	760	Rv3610c
NC_000962.3	4053518	4053847		minus	hypothetical protein		885381	protein-coding			NP_218129.1	hypothetical protein	109	Rv3612c
NC_000962.3	4053881	4054042		minus	hypothetical protein		885124	protein-coding			NP_218130.1	hypothetical protein	53	Rv3613c
NC_000962.3	4054142	4054696		minus	ESX-1 secretion-associated protein EspD	espD	885777	protein-coding			NP_218131.1	ESX-1 secretion-associated protein EspD	184	Rv3614c
NC_000962.3	4054812	4055123		minus	ESX-1 secretion-associated protein EspC	espC	885770	protein-coding			NP_218132.1	ESX-1 secretion-associated protein EspC	103	Rv3615c
NC_000962.3	4055197	4056375		minus	ESX-1 secretion-associated protein EspA	espA	885377	protein-coding			NP_218133.1	ESX-1 secretion-associated protein EspA	392	Rv3616c
NC_000962.3	4057733	4058701		plus	epoxide hydrolase EphA	ephA	885769	protein-coding			NP_218134.1	epoxide hydrolase EphA	322	Rv3617
NC_000962.3	4058698	4059885		plus	monooxygenase		885276	protein-coding			NP_218135.1	monooxygenase	395	Rv3618
NC_000962.3	4059984	4060268		minus	ESAT-6 like protein EsxV	esxV	885328	protein-coding			NP_218136.1	ESAT-6 like protein EsxV	94	Rv3619c
NC_000962.3	4060295	4060591		minus	ESAT-6 like protein EsxW	esxW	885787	protein-coding			NP_218137.1	ESAT-6 like protein EsxW	98	Rv3620c
NC_000962.3	4060648	4061889		minus	PPE family protein PPE65	PPE65	885097	protein-coding			YP_177998.1	PPE family protein PPE65	413	Rv3621c
NC_000962.3	4061899	4062198		minus	PE family protein PE32	PE32	885712	protein-coding			YP_177999.1	PE family protein PE32	99	Rv3622c
NC_000962.3	4062527	4063249		plus	lipoprotein LpqG	lpqG	885233	protein-coding			NP_218140.1	lipoprotein LpqG	240	Rv3623
NC_000962.3	4063254	4063904		minus	hypoxanthine-guanine phosphoribosyltransferase	hpt	885398	protein-coding			NP_218141.1	hypoxanthine-guanine phosphoribosyltransferase	216	Rv3624c
NC_000962.3	4063901	4064872		minus	tRNA(Ile)-lysidine synthase	mesJ	885409	protein-coding			NP_218142.1	tRNA(Ile)-lysidine synthase	323	Rv3625c
NC_000962.3	4064851	4065903		minus	hypothetical protein		885792	protein-coding			NP_218143.1	hypothetical protein	350	Rv3626c
NC_000962.3	4065900	4067285		minus	hypothetical protein		885728	protein-coding			NP_218144.1	hypothetical protein	461	Rv3627c
NC_000962.3	4067423	4067911		plus	inorganic pyrophosphatase	ppa	885775	protein-coding			NP_218145.1	inorganic pyrophosphatase	162	Rv3628
NC_000962.3	4067957	4069054		minus	integral membrane protein		885351	protein-coding			NP_218146.1	integral membrane protein	365	Rv3629c
NC_000962.3	4069175	4070470		plus	integral membrane protein		885802	protein-coding			NP_218147.1	integral membrane protein	431	Rv3630
NC_000962.3	4070514	4071239		plus	transferase		885314	protein-coding			NP_218148.1	transferase	241	Rv3631
NC_000962.3	4071236	4071580		plus	membrane protein		885711	protein-coding			NP_218149.1	membrane protein	114	Rv3632
NC_000962.3	4071791	4072666		plus	hypothetical protein		885252	protein-coding			NP_218150.1	hypothetical protein	291	Rv3633
NC_000962.3	4072667	4073611		minus	UDP-glucose 4-epimerase	galE1	885765	protein-coding			NP_215015.2	UDP-glucose 4-epimerase	314	Rv3634c
NC_000962.3	4073634	4075409		plus	transmembrane protein		885675	protein-coding			NP_218152.1	transmembrane protein	591	Rv3635
NC_000962.3	4075752	4076984		plus	uncharacterized gene		885274	pseudogene						Rv3636
NC_000962.3	4076984	4077730		plus	transposase		885803	protein-coding			NP_218155.1	transposase	248	Rv3638
NC_000962.3	4077884	4078450		minus	hypothetical protein		885244	protein-coding			NP_218156.1	hypothetical protein	188	Rv3639c
NC_000962.3	4078520	4079749		minus	transposase		885324	protein-coding			NP_218157.1	transposase	409	Rv3640c
NC_000962.3	4079925	4080560		minus	cell filamentation protein Fic	fic	885540	protein-coding			NP_218158.1	cell filamentation protein Fic	211	Rv3641c
NC_000962.3	4080571	4080765		minus	hypothetical protein		885220	protein-coding			NP_218159.1	hypothetical protein	64	Rv3642c
NC_000962.3	4081160	4081351		plus	hypothetical protein		885600	protein-coding			NP_218160.1	hypothetical protein	63	Rv3643
NC_000962.3	4081365	4081437		minus	tRNA-Thr	thrU	2700461	tRNA						Rvnt39
NC_000962.3	4081516	4082721		minus	DNA polymerase		885553	protein-coding			NP_218161.1	DNA polymerase	401	Rv3644c
NC_000962.3	4082807	4084456		plus	transmembrane protein		885620	protein-coding			NP_218162.1	transmembrane protein	549	Rv3645
NC_000962.3	4084453	4087257		minus	DNA topoisomerase I	topA	885608	protein-coding			NP_218163.1	DNA topoisomerase I	934	Rv3646c
NC_000962.3	4087610	4088188		minus	hypothetical protein		885217	protein-coding			NP_218164.1	hypothetical protein	192	Rv3647c
NC_000962.3	4088328	4088531		minus	cold shock protein A	cspA	885837	protein-coding			NP_218165.1	cold shock protein A	67	Rv3648c
NC_000962.3	4088781	4091096		plus	helicase		885841	protein-coding			NP_218166.1	helicase	771	Rv3649
NC_000962.3	4091233	4091517		plus	PE family protein PE33	PE33	885832	protein-coding			YP_178000.1	PE family protein PE33	94	Rv3650
NC_000962.3	4091841	4092878		plus	hypothetical protein		885296	protein-coding			NP_218168.1	hypothetical protein	345	Rv3651
NC_000962.3	4093632	4093946		plus	PE-PGRS family-related protein PE_PGRS60	PE_PGRS60	886260	protein-coding			YP_178001.1	PE-PGRS family-related protein PE_PGRS60	104	Rv3652
NC_000962.3	4093940	4094527		plus	PE-PGRS family-related protein PE_PGRS61	PE_PGRS61	886259	protein-coding			YP_178002.1	PE-PGRS family-related protein PE_PGRS61	195	Rv3653
NC_000962.3	4094660	4094983		minus	hypothetical protein		885612	protein-coding			NP_218171.2	hypothetical protein	107	Rv3654c
NC_000962.3	4094923	4095300		minus	hypothetical protein		885614	protein-coding			NP_218172.1	hypothetical protein	125	Rv3655c
NC_000962.3	4095324	4095530		minus	hypothetical protein		885624	protein-coding			NP_218173.1	hypothetical protein	68	Rv3656c
NC_000962.3	4095540	4096115		minus	membrane protein		885619	protein-coding			NP_218174.1	membrane protein	191	Rv3657c
NC_000962.3	4096139	4096939		minus	transmembrane protein		885618	protein-coding			NP_218175.1	transmembrane protein	266	Rv3658c
NC_000962.3	4096936	4097994		minus	conjugal transfer protein		885627	protein-coding			YP_178003.1	conjugal transfer protein	352	Rv3659c
NC_000962.3	4098096	4099148		minus	hypothetical protein		885319	protein-coding			NP_218177.1	hypothetical protein	350	Rv3660c
NC_000962.3	4099386	4099478		minus	Putative small regulatory RNA	B11	14515875	ncRNA						RVnc0004
NC_000962.3	4099647	4100510		plus	hypothetical protein		885316	protein-coding			NP_218178.1	hypothetical protein	287	Rv3661
NC_000962.3	4100669	4100968		plus	Putative small regulatory RNA	MTS2823	14515876	ncRNA						RVnc0036a
NC_000962.3	4101265	4102035		minus	hypothetical protein		885178	protein-coding			NP_218179.1	hypothetical protein	256	Rv3662c
NC_000962.3	4102032	4103678		minus	dipeptide ABC transporter ATP-binding protein DppD	dppD	885039	protein-coding			NP_218180.1	dipeptide ABC transporter ATP-binding protein DppD	548	Rv3663c
NC_000962.3	4103675	4104475		minus	dipeptide ABC transporter permease DppC	dppC	885483	protein-coding			NP_218181.1	dipeptide ABC transporter permease DppC	266	Rv3664c
NC_000962.3	4104531	4105457		minus	dipeptide ABC transporter permease DppB	dppB	885474	protein-coding			NP_218182.1	dipeptide ABC transporter permease DppB	308	Rv3665c
NC_000962.3	4105459	4107084		minus	dipeptide ABC transporter substrate-binding lipoprotein DppA	dppA	885315	protein-coding			NP_218183.1	dipeptide ABC transporter substrate-binding lipoprotein DppA	541	Rv3666c
NC_000962.3	4107792	4109747		plus	acetyl-CoAsynthetase	acs	885479	protein-coding			NP_218184.1	acetyl-CoAsynthetase	651	Rv3667
NC_000962.3	4109783	4110481		minus	protease		885609	protein-coding			NP_218185.1	protease	232	Rv3668c
NC_000962.3	4110827	4111345		plus	transmembrane protein		885626	protein-coding			NP_218186.1	transmembrane protein	172	Rv3669
NC_000962.3	4111346	4112329		plus	epoxide hydrolase EphE	ephE	885577	protein-coding			NP_218187.1	epoxide hydrolase EphE	327	Rv3670
NC_000962.3	4112322	4113515		minus	serine protease		885176	protein-coding			NP_218188.1	serine protease	397	Rv3671c
NC_000962.3	4113521	4114342		minus	hypothetical protein		885463	protein-coding			NP_218189.1	hypothetical protein	273	Rv3672c
NC_000962.3	4114474	4115157		minus	membrane-anchored thioredoxin-like protein		885190	protein-coding			NP_218190.1	membrane-anchored thioredoxin-like protein	227	Rv3673c
NC_000962.3	4115157	4115894		minus	endonuclease III	nth	885058	protein-coding			NP_218191.2	endonuclease III	245	Rv3674c
NC_000962.3	4116002	4116379		plus	membrane protein		885155	protein-coding			NP_218192.1	membrane protein	125	Rv3675
NC_000962.3	4116478	4117152		plus	cAMP receptor protein	crp	885502	protein-coding			NP_218193.1	cAMP receptor protein	224	Rv3676
NC_000962.3	4117258	4118052		minus	beta lactamase		885079	protein-coding			NP_218194.1	beta lactamase	264	Rv3677c
NC_000962.3	4118059	4118514		minus	hypothetical protein		885495	protein-coding			NP_218195.1	hypothetical protein	151	Rv3678c
NC_000962.3	4118530	4118691		minus	hypothetical protein		3205049	protein-coding			YP_178004.1	hypothetical protein	53	Rv3678A
NC_000962.3	4118776	4119798		plus	anion transporter ATPase		885809	protein-coding			NP_218196.1	anion transporter ATPase	340	Rv3679
NC_000962.3	4119795	4120955		plus	anion transporter ATPase		885317	protein-coding			NP_218197.1	anion transporter ATPase	386	Rv3680
NC_000962.3	4121198	4121554		minus	transcriptional regulator WhiB4	whiB4	885320	protein-coding			NP_218198.2	transcriptional regulator WhiB4	118	Rv3681c
NC_000962.3	4121916	4124348		plus	bifunctional penicillin-insensitive transglycosylase/penicillin-sensitive transpeptidase	ponA2	885751	protein-coding			YP_178005.1	bifunctional penicillin-insensitive transglycosylase/penicillin-sensitive transpeptidase	810	Rv3682
NC_000962.3	4124417	4125376		plus	hypothetical protein		885780	protein-coding			NP_218200.1	hypothetical protein	319	Rv3683
NC_000962.3	4125439	4126479		plus	lyase		885598	protein-coding			NP_218201.3	lyase	346	Rv3684
NC_000962.3	4126541	4126614		plus	tRNA-Pro	proY	2700460	tRNA						Rvnt40
NC_000962.3	4127295	4128725		minus	cytochrome P450 Cyp137	cyp137	885625	protein-coding			NP_218202.1	cytochrome P450 Cyp137	476	Rv3685c
NC_000962.3	4128751	4129083		minus	hypothetical protein		885306	protein-coding			NP_218203.1	hypothetical protein	110	Rv3686c
NC_000962.3	4129323	4129691		minus	anti-anti-sigma factor RsfB	rsfB	885599	protein-coding			NP_218204.1	anti-anti-sigma factor RsfB	122	Rv3687c
NC_000962.3	4129893	4130357		minus	hypothetical protein		885563	protein-coding			NP_218205.1	hypothetical protein	154	Rv3688c
NC_000962.3	4130357	4131712		plus	transmembrane protein		885107	protein-coding			NP_218206.1	transmembrane protein	451	Rv3689
NC_000962.3	4131739	4132392		plus	membrane protein		885114	protein-coding			NP_218207.1	membrane protein	217	Rv3690
NC_000962.3	4132518	4133519		plus	hypothetical protein		885623	protein-coding			NP_218208.1	hypothetical protein	333	Rv3691
NC_000962.3	4133516	4134592		plus	methanol dehydrogenase transcriptional regulator MoxR	moxR2	885323	protein-coding			NP_218209.1	methanol dehydrogenase transcriptional regulator MoxR	358	Rv3692
NC_000962.3	4134726	4136048		plus	membrane protein		885059	protein-coding			NP_218210.1	membrane protein	440	Rv3693
NC_000962.3	4136122	4137114		minus	transmembrane protein		885578	protein-coding			NP_218211.1	transmembrane protein	330	Rv3694c
NC_000962.3	4137206	4138138		plus	membrane protein		885538	protein-coding			NP_218212.1	membrane protein	310	Rv3695
NC_000962.3	4138202	4139755		minus	glycerol kinase	glpK	885280	protein-coding			NP_218213.1	glycerol kinase	517	Rv3696c
NC_000962.3	4139805	4140242		minus	ribonuclease VapC48	vapC48	885492	protein-coding			NP_218214.1	ribonuclease VapC48	145	Rv3697c
NC_000962.3	4140239	4140463		minus	antitoxin VapB48	vapB48	14515904	protein-coding			YP_007412423.1	antitoxin VapB48	74	Rv3697A
NC_000962.3	4140493	4142022		plus	hypothetical protein		885565	protein-coding			NP_218215.1	hypothetical protein	509	Rv3698
NC_000962.3	4142044	4142745		plus	hypothetical protein		885779	protein-coding			NP_218216.1	hypothetical protein	233	Rv3699
NC_000962.3	4142748	4143920		minus	pyridoxal-phosphate-dependent protein EgtE	egtE	885161	protein-coding			NP_218217.1	pyridoxal-phosphate-dependent protein EgtE	390	Rv3700c
NC_000962.3	4143951	4144916		minus	histidine-specific methyltransferase EtgD	egtD	885521	protein-coding			NP_218218.1	histidine-specific methyltransferase EtgD	321	Rv3701c
NC_000962.3	4144913	4145614		minus	amidohydrolase EgtC	egtC	885224	protein-coding			NP_218219.1	amidohydrolase EgtC	233	Rv3702c
NC_000962.3	4145614	4146891		minus	iron(II)-dependent oxidoreductase EgtB	etgB	885128	protein-coding			NP_218220.1	iron(II)-dependent oxidoreductase EgtB	425	Rv3703c
NC_000962.3	4146888	4148186		minus	glutamate--cysteine ligase	gshA	885053	protein-coding			NP_218221.1	glutamate--cysteine ligase	432	Rv3704c
NC_000962.3	4148318	4148962		minus	hypothetical protein		885229	protein-coding			NP_218222.1	hypothetical protein	214	Rv3705c
NC_000962.3	4149091	4149480		minus	hypothetical protein		3205111	protein-coding			YP_178006.1	hypothetical protein	129	Rv3705A
